"Kod TERYT";"Gmina";"Powiat";"Delegatura";"Liczba mieszkańców";"Liczba wyborców ogółem";"Liczba wyborców wpisanych z urzędu";"Liczba wyborców wpisanych na wniosek";"Informacja o liczbie wyborców wpisanych ogółem (art. 19) w części A";"Informacja o liczbie wyborców wpisanych § 1 (Z2A)";"Informacja o liczbie wyborców wpisanych § 2 (Z2B)";"Informacja o liczbie wyborców wpisanych § 3 (Z2C)";"Informacja o liczbie wyborców wpisanych w części B (ZUE)";"Informacja o liczbie wyborców skreślonych (§ 6 ust. 1) w części A ogółem";"Informacja o liczbie wyborców skreślonych w części A pkt 1 (R41)";"Informacja o liczbie wyborców skreślonych w części A pkt 2 (R42)";"Informacja o liczbie wyborców skreślonych w części A pkt 3 (R43)";"Informacja o liczbie wyborców skreślonych (§ 6 ust. 2) w części A (R41b)";"Informacja o liczbie wyborców skreślonych w części B ogółem (RUE)"
"=""180108""";"gm. Ustrzyki Dolne";"bieszczadzki";"Krosno";17284;14110;13910;200;199;144;3;52;1;291;82;157;52;0;0
"Powiat brzozowski";"";"";"";66263;52930;52515;415;413;356;17;40;2;655;198;417;40;0;0
"=""180201""";"gm. Brzozów";"brzozowski";"Krosno";26877;21311;21116;195;195;163;0;32;0;317;104;181;32;0;0
"=""180202""";"gm. Domaradz";"brzozowski";"Krosno";6111;4911;4866;45;43;40;3;0;2;37;10;27;0;0;0
"=""180203""";"gm. Dydnia";"brzozowski";"Krosno";8053;6523;6479;44;44;41;3;0;0;71;27;44;0;0;0
"=""180204""";"gm. Haczów";"brzozowski";"Krosno";9236;7386;7356;30;30;27;1;2;0;62;18;42;2;0;0
"=""180205""";"gm. Jasienica Rosielna";"brzozowski";"Krosno";7845;6164;6104;60;60;56;2;2;0;81;16;63;2;0;0
"=""180206""";"gm. Nozdrzec";"brzozowski";"Krosno";8141;6635;6594;41;41;29;8;4;0;87;23;60;4;0;0
"Powiat dębicki";"";"";"";134550;107816;107415;401;397;314;18;65;4;1062;391;606;65;0;0
"=""180301""";"m. Dębica";"dębicki";"Rzeszów";44344;36397;36278;119;115;70;14;31;4;545;227;287;31;0;0
"=""180302""";"gm. Brzostek";"dębicki";"Rzeszów";13170;10482;10441;41;41;33;0;8;0;73;26;39;8;0;0
"=""180303""";"gm. Czarna";"dębicki";"Rzeszów";13389;10490;10423;67;67;66;0;1;0;77;25;51;1;0;0
"=""180304""";"gm. Dębica";"dębicki";"Rzeszów";25668;20317;20261;56;56;51;1;4;0;142;36;102;4;0;0
"=""180305""";"gm. Jodłowa";"dębicki";"Rzeszów";5395;4333;4302;31;31;28;0;3;0;30;10;17;3;0;0
"=""180306""";"gm. Pilzno";"dębicki";"Rzeszów";18282;14541;14503;38;38;26;0;12;0;116;32;72;12;0;0
"=""180307""";"gm. Żyraków";"dębicki";"Rzeszów";14302;11256;11207;49;49;40;3;6;0;79;35;38;6;0;0
"Powiat jarosławski";"";"";"";119777;97407;96615;792;795;599;49;147;0;1390;356;887;147;3;0
"=""180401""";"m. Jarosław";"jarosławski";"Przemyśl";36353;30441;30161;280;281;165;32;84;0;598;114;400;84;1;0
"=""180402""";"m. Radymno";"jarosławski";"Przemyśl";5287;4436;4386;50;50;42;2;6;0;59;7;46;6;0;0
"=""180403""";"gm. Chłopice";"jarosławski";"Przemyśl";5608;4557;4531;26;26;22;0;4;0;39;6;29;4;0;0
"=""180404""";"gm. Jarosław";"jarosławski";"Przemyśl";13116;10535;10504;31;31;26;2;3;0;96;16;77;3;0;0
"=""180405""";"gm. Laszki";"jarosławski";"Przemyśl";6973;5544;5489;55;55;40;6;9;0;72;25;38;9;0;0
"=""180406""";"gm. Pawłosiów";"jarosławski";"Przemyśl";8541;6973;6914;59;59;54;1;4;0;77;15;58;4;0;0
"=""180407""";"gm. Pruchnik";"jarosławski";"Przemyśl";9835;7821;7752;69;69;58;1;10;0;82;23;49;10;0;0
"=""180408""";"gm. Radymno";"jarosławski";"Przemyśl";11456;9116;9020;96;98;78;1;19;0;223;125;79;19;2;0
"=""180409""";"gm. Rokietnica";"jarosławski";"Przemyśl";4496;3560;3559;1;1;1;0;0;0;32;5;27;0;0;0
"=""180410""";"gm. Roźwienica";"jarosławski";"Przemyśl";6277;5060;5029;31;31;24;2;5;0;39;9;25;5;0;0
"=""180411""";"gm. Wiązownica";"jarosławski";"Przemyśl";11835;9364;9270;94;94;89;2;3;0;73;11;59;3;0;0
"Powiat jasielski";"";"";"";113903;93166;92703;463;460;341;13;106;3;1058;318;634;106;0;0
"=""180501""";"m. Jasło";"jasielski";"Krosno";34610;28966;28790;176;175;81;9;85;1;470;79;306;85;0;0
"=""180502""";"gm. Brzyska";"jasielski";"Krosno";6621;5299;5282;17;17;17;0;0;0;25;7;18;0;0;0
"=""180503""";"gm. Dębowiec";"jasielski";"Krosno";8970;7047;7003;44;44;41;1;2;0;163;125;36;2;0;0
"=""180504""";"gm. Jasło";"jasielski";"Krosno";16496;13474;13439;35;35;31;1;3;0;121;30;88;3;0;0
"=""180505""";"gm. Kołaczyce";"jasielski";"Krosno";8942;7245;7211;34;34;30;1;3;0;42;9;30;3;0;0
"=""180506""";"gm. Krempna";"jasielski";"Krosno";1890;1562;1546;16;16;15;0;1;0;23;4;18;1;0;0
"=""180507""";"gm. Nowy Żmigród";"jasielski";"Krosno";9189;7498;7442;56;55;49;1;5;1;54;18;31;5;0;0
"=""180508""";"gm. Osiek Jasielski";"jasielski";"Krosno";5369;4309;4278;31;30;28;0;2;1;34;11;21;2;0;0
"=""180509""";"gm. Skołyszyn";"jasielski";"Krosno";12509;10170;10150;20;20;15;0;5;0;81;24;52;5;0;0
"=""180511""";"gm. Tarnowiec";"jasielski";"Krosno";9307;7596;7562;34;34;34;0;0;0;45;11;34;0;0;0
"Powiat kolbuszowski";"";"";"";62847;50697;50493;204;203;181;8;14;1;395;153;228;14;0;0
"=""180601""";"gm. Cmolas";"kolbuszowski";"Tarnobrzeg";8264;6580;6555;25;25;20;3;2;0;51;23;26;2;0;0
"=""180602""";"gm. Kolbuszowa";"kolbuszowski";"Tarnobrzeg";24637;20221;20159;62;61;55;2;4;1;173;59;110;4;0;0
"=""180603""";"gm. Majdan Królewski";"kolbuszowski";"Tarnobrzeg";10028;8031;8000;31;31;29;0;2;0;53;20;31;2;0;0
"=""180604""";"gm. Niwiska";"kolbuszowski";"Tarnobrzeg";6188;4896;4869;27;27;24;1;2;0;24;3;19;2;0;0
"=""180605""";"gm. Raniżów";"kolbuszowski";"Tarnobrzeg";7178;5714;5689;25;25;24;0;1;0;47;28;18;1;0;0
"=""180606""";"gm. Dzikowiec";"kolbuszowski";"Tarnobrzeg";6552;5255;5221;34;34;29;2;3;0;47;20;24;3;0;0
"Powiat krośnieński";"";"";"";112623;90408;89930;478;475;416;10;49;3;1000;377;574;49;0;0
"=""180701""";"gm. Chorkówka";"krośnieński";"Krosno";13574;10820;10782;38;37;26;2;9;1;90;32;49;9;0;0
"=""180702""";"gm. Dukla";"krośnieński";"Krosno";14546;11736;11654;82;82;69;0;13;0;118;36;69;13;0;0
"=""180703""";"gm. Iwonicz-Zdrój";"krośnieński";"Krosno";10906;8647;8583;64;64;58;0;6;0;235;157;72;6;0;0
"=""180704""";"gm. Jedlicze";"krośnieński";"Krosno";15364;12366;12328;38;38;30;1;7;0;101;24;70;7;0;0
"=""180705""";"gm. Korczyna";"krośnieński";"Krosno";11360;9083;9014;69;69;64;1;4;0;76;22;50;4;0;0
"=""180706""";"gm. Krościenko Wyżne";"krośnieński";"Krosno";5615;4487;4478;9;9;9;0;0;0;39;11;28;0;0;0
"=""180707""";"gm. Miejsce Piastowe";"krośnieński";"Krosno";13700;11194;11093;101;99;86;6;7;2;135;29;99;7;0;0
"=""180708""";"gm. Rymanów";"krośnieński";"Krosno";15986;12759;12715;44;44;41;0;3;0;111;35;73;3;0;0
"=""180709""";"gm. Wojaszówka";"krośnieński";"Krosno";9366;7551;7533;18;18;18;0;0;0;68;25;43;0;0;0
"=""180710""";"gm. Jaśliska";"krośnieński";"Krosno";2206;1765;1750;15;15;15;0;0;0;27;6;21;0;0;0
"Powiat leżajski";"";"";"";69536;56164;55803;361;361;317;5;39;0;721;220;462;39;0;0
"=""180801""";"m. Leżajsk";"leżajski";"Rzeszów";13665;11497;11302;195;195;171;3;21;0;185;22;142;21;0;0
"=""180802""";"gm. Grodzisko Dolne";"leżajski";"Rzeszów";8117;6567;6539;28;28;28;0;0;0;54;8;46;0;0;0
"=""180803""";"gm. Kuryłówka";"leżajski";"Rzeszów";5777;4648;4601;47;47;41;2;4;0;46;12;30;4;0;0
"=""180804""";"gm. Leżajsk";"leżajski";"Rzeszów";20380;16123;16086;37;37;32;0;5;0;241;129;107;5;0;0
"=""180805""";"gm. Nowa Sarzyna";"leżajski";"Rzeszów";21597;17329;17275;54;54;45;0;9;0;195;49;137;9;0;0
"Powiat lubaczowski";"";"";"";56135;45834;45462;372;371;277;12;82;1;791;295;414;82;0;0
"=""180901""";"m. Lubaczów";"lubaczowski";"Przemyśl";12016;9953;9905;48;48;33;2;13;0;226;78;135;13;0;0
"=""180902""";"gm. Cieszanów";"lubaczowski";"Przemyśl";7253;5962;5918;44;43;28;3;12;1;73;10;51;12;0;0
"=""180903""";"gm. Horyniec-Zdrój";"lubaczowski";"Przemyśl";4786;3948;3854;94;94;87;2;5;0;49;9;35;5;0;0
"=""180904""";"gm. Lubaczów";"lubaczowski";"Przemyśl";9330;7528;7452;76;76;50;3;23;0;88;14;51;23;0;0
"=""180905""";"gm. Narol";"lubaczowski";"Przemyśl";8081;6582;6555;27;27;23;2;2;0;133;94;37;2;0;0
"=""180906""";"gm. Oleszyce";"lubaczowski";"Przemyśl";6459;5236;5188;48;48;29;0;19;0;87;13;55;19;0;0
"=""180907""";"gm. Stary Dzików";"lubaczowski";"Przemyśl";4379;3567;3551;16;16;11;0;5;0;39;10;24;5;0;0
"=""180908""";"gm. Wielkie Oczy";"lubaczowski";"Przemyśl";3831;3058;3039;19;19;16;0;3;0;96;67;26;3;0;0
"Powiat łańcucki";"";"";"";80508;64161;63861;300;300;263;6;31;0;609;190;388;31;0;0
"=""181001""";"m. Łańcut";"łańcucki";"Rzeszów";17333;14308;14162;146;146;116;2;28;0;203;46;129;28;0;0
"=""181002""";"gm. Białobrzegi";"łańcucki";"Rzeszów";8693;6801;6790;11;11;11;0;0;0;51;15;36;0;0;0
"=""181003""";"gm. Czarna";"łańcucki";"Rzeszów";11734;9272;9248;24;24;23;0;1;0;85;34;50;1;0;0
"=""181004""";"gm. Łańcut";"łańcucki";"Rzeszów";21721;17102;17046;56;56;53;2;1;0;135;53;81;1;0;0
"=""181005""";"gm. Markowa";"łańcucki";"Rzeszów";6536;5246;5224;22;22;20;2;0;0;45;17;28;0;0;0
"=""181006""";"gm. Rakszawa";"łańcucki";"Rzeszów";7443;5873;5854;19;19;18;0;1;0;56;16;39;1;0;0
"=""181007""";"gm. Żołynia";"łańcucki";"Rzeszów";7048;5559;5537;22;22;22;0;0;0;34;9;25;0;0;0
"Powiat mielecki";"";"";"";134599;108565;108010;555;552;442;13;97;3;1130;294;739;97;0;0
"=""181101""";"m. Mielec";"mielecki";"Tarnobrzeg";58272;48058;47865;193;192;122;11;59;1;694;129;506;59;0;0
"=""181102""";"gm. Borowa";"mielecki";"Tarnobrzeg";5562;4524;4491;33;33;27;1;5;0;32;10;17;5;0;0
"=""181103""";"gm. Czermin";"mielecki";"Tarnobrzeg";7171;5711;5669;42;42;37;0;5;0;30;11;14;5;0;0
"=""181104""";"gm. Gawłuszowice";"mielecki";"Tarnobrzeg";2768;2199;2179;20;20;18;0;2;0;20;8;10;2;0;0
"=""181105""";"gm. Mielec";"mielecki";"Tarnobrzeg";13325;10702;10633;69;67;54;0;13;2;97;29;55;13;0;0
"=""181106""";"gm. Padew Narodowa";"mielecki";"Tarnobrzeg";5418;4352;4321;31;31;24;0;7;0;52;24;21;7;0;0
"=""181107""";"gm. Przecław";"mielecki";"Tarnobrzeg";12005;9330;9270;60;60;58;0;2;0;50;29;19;2;0;0
"=""181108""";"gm. Radomyśl Wielki";"mielecki";"Tarnobrzeg";14212;11147;11114;33;33;30;1;2;0;76;26;48;2;0;0
"=""181109""";"gm. Tuszów Narodowy";"mielecki";"Tarnobrzeg";8217;6515;6466;49;49;47;0;2;0;46;13;31;2;0;0
"=""181110""";"gm. Wadowice Górne";"mielecki";"Tarnobrzeg";7649;6027;6002;25;25;25;0;0;0;33;15;18;0;0;0
"Powiat niżański";"";"";"";66766;54800;54366;434;434;381;11;42;0;544;138;364;42;0;0
"=""181201""";"gm. Harasiuki";"niżański";"Tarnobrzeg";6171;5074;5048;26;26;24;1;1;0;46;17;28;1;0;0
"=""181202""";"gm. Jarocin";"niżański";"Tarnobrzeg";5497;4515;4462;53;53;50;0;3;0;31;12;16;3;0;0
"=""181203""";"gm. Jeżowe";"niżański";"Tarnobrzeg";10206;8090;8008;82;82;66;1;15;0;81;26;40;15;0;0
"=""181204""";"gm. Krzeszów";"niżański";"Tarnobrzeg";4260;3524;3496;28;28;28;0;0;0;26;3;23;0;0;0
"=""181205""";"gm. Nisko";"niżański";"Tarnobrzeg";22032;18199;18076;123;123;98;4;21;0;239;44;174;21;0;0
"=""181206""";"gm. Rudnik nad Sanem";"niżański";"Tarnobrzeg";10119;8378;8301;77;77;71;5;1;0;67;19;47;1;0;0
"=""181207""";"gm. Ulanów";"niżański";"Tarnobrzeg";8481;7020;6975;45;45;44;0;1;0;54;17;36;1;0;0
"Powiat przemyski";"";"";"";74616;60158;59300;858;857;702;36;119;1;845;168;558;119;0;0
"=""181301""";"gm. Bircza";"przemyski";"Przemyśl";6619;5407;5267;140;140;65;19;56;0;132;9;67;56;0;0
"=""181302""";"gm. Dubiecko";"przemyski";"Przemyśl";9406;7607;7533;74;73;60;3;10;1;100;23;67;10;0;0
"=""181303""";"gm. Fredropol";"przemyski";"Przemyśl";5565;4507;4386;121;121;106;9;6;0;66;17;43;6;0;0
"=""181304""";"gm. Krasiczyn";"przemyski";"Przemyśl";5182;4165;4024;141;141;133;0;8;0;83;20;55;8;0;0
"=""181305""";"gm. Krzywcza";"przemyski";"Przemyśl";4927;3959;3939;20;20;17;2;1;0;38;9;28;1;0;0
"=""181306""";"gm. Medyka";"przemyski";"Przemyśl";6496;5178;5140;38;38;28;1;9;0;66;14;43;9;0;0
"=""181307""";"gm. Orły";"przemyski";"Przemyśl";8908;7090;7007;83;83;73;0;10;0;87;22;55;10;0;0
"=""181308""";"gm. Przemyśl";"przemyski";"Przemyśl";10451;8508;8409;99;99;90;0;9;0;120;19;92;9;0;0
"=""181309""";"gm. Stubno";"przemyski";"Przemyśl";4038;3212;3192;20;20;17;2;1;0;35;2;32;1;0;0
"=""181310""";"gm. Żurawica";"przemyski";"Przemyśl";13024;10525;10403;122;122;113;0;9;0;118;33;76;9;0;0
"Powiat przeworski";"";"";"";78908;63785;63158;627;627;547;11;69;0;705;153;483;69;0;0
"=""181401""";"m. Przeworsk";"przeworski";"Przemyśl";15139;12488;12429;59;59;46;2;11;0;195;23;161;11;0;0
"=""181402""";"gm. Adamówka";"przeworski";"Przemyśl";4221;3361;3350;11;11;9;1;1;0;28;2;25;1;0;0
"=""181403""";"gm. Gać";"przeworski";"Przemyśl";4672;3718;3643;75;75;67;0;8;0;39;9;22;8;0;0
"=""181404""";"gm. Jawornik Polski";"przeworski";"Przemyśl";4550;3794;3663;131;131;121;2;8;0;53;13;32;8;0;0
"=""181405""";"gm. Kańczuga";"przeworski";"Przemyśl";12433;10130;10003;127;127;95;4;28;0;126;22;76;28;0;0
"=""181406""";"gm. Przeworsk";"przeworski";"Przemyśl";14931;11876;11825;51;51;44;1;6;0;97;28;63;6;0;0
"=""181407""";"gm. Sieniawa";"przeworski";"Przemyśl";7194;5850;5737;113;113;113;0;0;0;47;13;34;0;0;0
"=""181408""";"gm. Tryńcza";"przeworski";"Przemyśl";8553;6762;6735;27;27;26;1;0;0;70;35;35;0;0;0
"=""181409""";"gm. Zarzecze";"przeworski";"Przemyśl";7215;5806;5773;33;33;26;0;7;0;50;8;35;7;0;0
"Powiat ropczycko-sędziszowski";"";"";"";74579;59126;58891;235;234;186;6;42;1;500;198;260;42;0;0
"=""181501""";"gm. Iwierzyce";"ropczycko-sędziszowski";"Rzeszów";7723;6165;6110;55;55;50;1;4;0;38;17;17;4;0;0
"=""181502""";"gm. Ostrów";"ropczycko-sędziszowski";"Rzeszów";7372;5866;5833;33;33;28;0;5;0;26;10;11;5;0;0
"=""181503""";"gm. Ropczyce";"ropczycko-sędziszowski";"Rzeszów";27446;21633;21580;53;53;41;0;12;0;226;101;113;12;0;0
"=""181504""";"gm. Sędziszów Małopolski";"ropczycko-sędziszowski";"Rzeszów";23800;18936;18857;79;79;59;5;15;0;145;45;85;15;0;0
"=""181505""";"gm. Wielopole Skrzyńskie";"ropczycko-sędziszowski";"Rzeszów";8238;6526;6511;15;14;8;0;6;1;65;25;34;6;0;0
"Powiat rzeszowski";"";"";"";168396;133145;132338;807;805;738;17;50;2;1048;434;564;50;0;0
"=""181601""";"m. Dynów";"rzeszowski";"Rzeszów";6167;4991;4945;46;45;37;1;7;1;53;13;33;7;0;0
"=""181602""";"gm. Błażowa";"rzeszowski";"Rzeszów";10876;8772;8728;44;44;38;0;6;0;80;38;36;6;0;0
"=""181603""";"gm. Boguchwała";"rzeszowski";"Rzeszów";20488;16217;16153;64;64;60;1;3;0;106;30;73;3;0;0
"=""181604""";"gm. Chmielnik";"rzeszowski";"Rzeszów";6890;5465;5385;80;80;73;1;6;0;34;17;11;6;0;0
"=""181605""";"gm. Dynów";"rzeszowski";"Rzeszów";7058;5692;5666;26;26;26;0;0;0;61;17;44;0;0;0
"=""181606""";"gm. Głogów Małopolski";"rzeszowski";"Rzeszów";19489;15236;15125;111;111;103;1;7;0;84;43;34;7;0;0
"=""181607""";"gm. Hyżne";"rzeszowski";"Rzeszów";7069;5597;5576;21;20;17;1;2;1;45;18;25;2;0;0
"=""181608""";"gm. Kamień";"rzeszowski";"Rzeszów";7045;5642;5628;14;14;12;0;2;0;45;18;25;2;0;0
"=""181609""";"gm. Krasne";"rzeszowski";"Rzeszów";11477;8988;8889;99;99;94;3;2;0;61;22;37;2;0;0
"=""181610""";"gm. Lubenia";"rzeszowski";"Rzeszów";6513;5266;5235;31;31;28;1;2;0;31;10;19;2;0;0
"=""181611""";"gm. Sokołów Małopolski";"rzeszowski";"Rzeszów";17271;13474;13433;41;41;41;0;0;0;120;75;45;0;0;0
"=""181612""";"gm. Świlcza";"rzeszowski";"Rzeszów";15833;12620;12542;78;78;71;3;4;0;82;27;51;4;0;0
"=""181613""";"gm. Trzebownisko";"rzeszowski";"Rzeszów";21858;17059;16966;93;93;84;2;7;0;181;87;87;7;0;0
"=""181614""";"gm. Tyczyn";"rzeszowski";"Rzeszów";10362;8126;8067;59;59;54;3;2;0;65;19;44;2;0;0
"Powiat sanocki";"";"";"";93632;76042;75509;533;533;390;29;114;0;1052;238;700;114;0;0
"=""181701""";"m. Sanok";"sanocki";"Krosno";36184;30206;29917;289;289;178;24;87;0;525;90;348;87;0;0
"=""181702""";"gm. Besko";"sanocki";"Krosno";4555;3540;3525;15;15;15;0;0;0;40;10;30;0;0;0
"=""181703""";"gm. Bukowsko";"sanocki";"Krosno";5552;4311;4291;20;20;18;0;2;0;39;14;23;2;0;0
"=""181704""";"gm. Komańcza";"sanocki";"Krosno";4631;3898;3855;43;43;42;0;1;0;59;11;47;1;0;0
"=""181705""";"gm. Sanok";"sanocki";"Krosno";18114;14385;14331;54;54;48;0;6;0;166;43;117;6;0;0
"=""181706""";"gm. Tyrawa Wołoska";"sanocki";"Krosno";2055;1624;1605;19;19;19;0;0;0;13;7;6;0;0;0
"=""181707""";"gm. Zagórz";"sanocki";"Krosno";13278;10620;10576;44;44;31;0;13;0;135;36;86;13;0;0
"=""181708""";"gm. Zarszyn";"sanocki";"Krosno";9263;7458;7409;49;49;39;5;5;0;75;27;43;5;0;0
"Powiat stalowowolski";"";"";"";103215;85351;84871;480;479;359;12;108;1;1148;188;852;108;0;0
"=""181801""";"m. Stalowa Wola";"stalowowolski";"Tarnobrzeg";57651;48331;48075;256;256;163;3;90;0;846;104;652;90;0;0
"=""181802""";"gm. Bojanów";"stalowowolski";"Tarnobrzeg";7634;6157;6123;34;34;27;0;7;0;52;13;32;7;0;0
"=""181803""";"gm. Pysznica";"stalowowolski";"Tarnobrzeg";11077;9007;8966;41;40;36;3;1;1;61;9;51;1;0;0
"=""181804""";"gm. Radomyśl nad Sanem";"stalowowolski";"Tarnobrzeg";7328;5962;5925;37;37;36;0;1;0;44;10;33;1;0;0
"=""181805""";"gm. Zaklików";"stalowowolski";"Tarnobrzeg";8499;7005;6929;76;76;69;2;5;0;82;34;43;5;0;0
"=""181806""";"gm. Zaleszany";"stalowowolski";"Tarnobrzeg";11026;8889;8853;36;36;28;4;4;0;63;18;41;4;0;0
"Powiat strzyżowski";"";"";"";61717;50022;49808;214;214;172;4;38;0;519;246;235;38;0;0
"=""181901""";"gm. Czudec";"strzyżowski";"Rzeszów";11855;9479;9439;40;40;29;3;8;0;134;80;46;8;0;0
"=""181902""";"gm. Frysztak";"strzyżowski";"Rzeszów";10551;8568;8528;40;40;36;1;3;0;99;64;32;3;0;0
"=""181903""";"gm. Niebylec";"strzyżowski";"Rzeszów";10614;8576;8527;49;49;43;0;6;0;84;40;38;6;0;0
"=""181904""";"gm. Strzyżów";"strzyżowski";"Rzeszów";20561;16815;16747;68;68;48;0;20;0;144;38;86;20;0;0
"=""181905""";"gm. Wiśniowa";"strzyżowski";"Rzeszów";8136;6584;6567;17;17;16;0;1;0;58;24;33;1;0;0
"Powiat tarnobrzeski";"";"";"";52872;43588;43329;259;259;185;16;58;0;420;80;282;58;0;0
"=""182001""";"gm. Baranów Sandomierski";"tarnobrzeski";"Tarnobrzeg";11938;9872;9801;71;71;57;2;12;0;83;8;63;12;0;0
"=""182002""";"gm. Gorzyce";"tarnobrzeski";"Tarnobrzeg";13108;10653;10599;54;54;28;4;22;0;121;24;75;22;0;0
"=""182003""";"gm. Grębów";"tarnobrzeski";"Tarnobrzeg";9968;8113;8035;78;78;71;2;5;0;55;21;29;5;0;0
"=""182004""";"gm. Nowa Dęba";"tarnobrzeski";"Tarnobrzeg";17858;14950;14894;56;56;29;8;19;0;161;27;115;19;0;0
"Powiat leski";"";"";"";26661;22111;21794;317;316;280;10;26;1;359;75;258;26;0;0
"=""182101""";"gm. Baligród";"leski";"Krosno";3277;2696;2672;24;24;24;0;0;0;37;7;30;0;0;0
"=""182102""";"gm. Cisna";"leski";"Krosno";1745;1508;1419;89;89;78;1;10;0;36;6;20;10;0;0
"=""182103""";"gm. Lesko";"leski";"Krosno";11190;9247;9176;71;71;58;1;12;0;164;36;116;12;0;0
"=""182104""";"gm. Olszanica";"leski";"Krosno";4998;4100;4077;23;23;19;1;3;0;62;10;49;3;0;0
"=""182105""";"gm. Solina";"leski";"Krosno";5451;4560;4450;110;109;101;7;1;1;60;16;43;1;0;0
"Miasto na prawach powiatu";"";"";""
"=""186101""";"m. Krosno";"Krosno";"Krosno";45042;37451;37299;152;152;135;6;11;0;563;138;414;11;0;0
"Miasto na prawach powiatu";"";"";""
"=""186201""";"m. Przemyśl";"Przemyśl";"Przemyśl";58095;48770;48074;696;696;514;0;182;0;1352;261;909;182;0;0
"Miasto na prawach powiatu";"";"";""
"=""186301""";"m. Rzeszów";"Rzeszów";"Rzeszów";183050;146418;145540;878;873;622;34;217;5;2257;491;1549;217;0;0
"Miasto na prawach powiatu";"";"";""
"=""186401""";"m. Tarnobrzeg";"Tarnobrzeg";"Tarnobrzeg";45298;37992;37740;252;251;167;2;82;1;835;158;595;82;0;0
"Powiat augustowski";"";"";"";56792;46534;46064;470;469;385;17;67;1;693;170;456;67;0;0
"=""200101""";"m. Augustów";"augustowski";"Suwałki";28567;23551;23352;199;199;142;10;47;0;429;107;275;47;0;0
"=""200102""";"gm. Augustów";"augustowski";"Suwałki";6818;5389;5381;8;8;8;0;0;0;42;18;24;0;0;0
"=""200103""";"gm. Bargłów Kościelny";"augustowski";"Suwałki";5558;4435;4406;29;29;22;0;7;0;46;7;32;7;0;0
"=""200104""";"gm. Lipsk";"augustowski";"Suwałki";5189;4400;4376;24;24;19;1;4;0;58;15;39;4;0;0
"=""200105""";"gm. Nowinka";"augustowski";"Suwałki";2957;2402;2283;119;119;114;2;3;0;26;7;16;3;0;0
"=""200106""";"gm. Płaska";"augustowski";"Suwałki";2582;2126;2060;66;65;57;4;4;1;38;5;29;4;0;0
"=""200107""";"gm. Sztabin";"augustowski";"Suwałki";5121;4231;4206;25;25;23;0;2;0;54;11;41;2;0;0
"Powiat białostocki";"";"";"";147028;118649;116572;2077;2072;1843;91;138;5;1445;349;958;138;0;0
"=""200201""";"gm. Choroszcz";"białostocki";"Białystok";15122;12119;12060;59;59;59;0;0;0;164;87;77;0;0;0
"=""200202""";"gm. Czarna Białostocka";"białostocki";"Białystok";10978;9003;8942;61;61;36;6;19;0;95;10;66;19;0;0
"=""200203""";"gm. Dobrzyniewo Duże";"białostocki";"Białystok";9406;7418;7302;116;116;112;0;4;0;65;14;47;4;0;0
"=""200204""";"gm. Gródek";"białostocki";"Białystok";5252;4409;4241;168;168;150;0;18;0;68;15;35;18;0;0
"=""200205""";"gm. Juchnowiec Kościelny";"białostocki";"Białystok";16198;12722;12431;291;288;251;20;17;3;170;24;129;17;0;0
"=""200206""";"gm. Łapy";"białostocki";"Białystok";21260;17730;17548;182;182;128;29;25;0;221;42;154;25;0;0
"=""200207""";"gm. Michałowo";"białostocki";"Białystok";6568;5524;5264;260;259;227;22;10;1;85;30;45;10;0;0
"=""200208""";"gm. Poświętne";"białostocki";"Białystok";3461;2818;2790;28;28;28;0;0;0;36;8;28;0;0;0
"=""200209""";"gm. Supraśl";"białostocki";"Białystok";15406;12342;12052;290;290;277;4;9;0;136;20;107;9;0;0
"=""200210""";"gm. Suraż";"białostocki";"Białystok";2021;1622;1583;39;39;36;1;2;0;18;4;12;2;0;0
"=""200211""";"gm. Turośń Kościelna";"białostocki";"Białystok";6408;5119;4936;183;183;176;5;2;0;42;12;28;2;0;0
"=""200212""";"gm. Tykocin";"białostocki";"Białystok";6267;5121;5055;66;65;57;1;7;1;62;24;31;7;0;0
"=""200213""";"gm. Wasilków";"białostocki";"Białystok";16716;12972;12789;183;183;165;2;16;0;159;21;122;16;0;0
"=""200214""";"gm. Zabłudów";"białostocki";"Białystok";9181;7406;7302;104;104;95;1;8;0;96;29;59;8;0;0
"=""200215""";"gm. Zawady";"białostocki";"Białystok";2784;2324;2277;47;47;46;0;1;0;28;9;18;1;0;0
"Powiat bielski";"";"";"";55243;45786;44859;927;926;858;12;56;1;1010;109;845;56;0;0
"=""200301""";"m. Bielsk Podlaski";"bielski";"Białystok";24821;20614;20470;144;143;121;3;19;1;685;53;613;19;0;0
"=""200302""";"m. Brańsk";"bielski";"Białystok";3824;3087;3025;62;62;59;0;3;0;55;11;41;3;0;0
"=""200303""";"gm. Bielsk Podlaski";"bielski";"Białystok";6927;5838;5484;354;354;342;4;8;0;70;10;52;8;0;0
"=""200304""";"gm. Boćki";"bielski";"Białystok";4485;3743;3583;160;160;143;2;15;0;47;6;26;15;0;0
"=""200305""";"gm. Brańsk";"bielski";"Białystok";5931;4842;4803;39;39;38;0;1;0;65;11;53;1;0;0
"=""200306""";"gm. Orla";"bielski";"Białystok";2868;2463;2329;134;134;125;2;7;0;30;5;18;7;0;0
"=""200307""";"gm. Rudka";"bielski";"Białystok";1890;1560;1551;9;9;9;0;0;0;26;2;24;0;0;0
