KOD TERYTORIALNY;Gmina;Powiat;Delegatura;Liczba mieszkańców;Liczba wyborców ogółem;Liczba wyborców wpisanych z urzędu;Liczba wyborców ujętych w stałym obwodzie w CRW na wniosek
221508;gm. Łęczyce;wejherowski;Słupsk;11872;8844;8786;58
221509;gm. Szemud;wejherowski;Słupsk;17966;13072;12764;308
221510;gm. Wejherowo;wejherowski;Słupsk;25351;18586;18355;231
Powiat sztumski;;;;40406;32341;32147;194
221601;gm. Dzierzgoń;sztumski;Gdańsk;9265;7492;7463;29
221602;gm. Mikołajki Pomorskie;sztumski;Gdańsk;3507;2782;2759;23
221603;gm. Stary Dzierzgoń;sztumski;Gdańsk;4024;3200;3165;35
221604;gm. Stary Targ;sztumski;Gdańsk;6188;4876;4858;18
221605;gm. Sztum;sztumski;Gdańsk;17422;13991;13902;89
Miasto na prawach powiatu;;;;;;;
226101;m. Gdańsk;Gdańsk;Gdańsk;425773;347605;342940;4665
Miasto na prawach powiatu;;;;;;;
226201;m. Gdynia;Gdynia;Słupsk;225774;186808;184716;2092
Miasto na prawach powiatu;;;;;;;
226301;m. Słupsk;Słupsk;Słupsk;84293;70765;70440;325
Miasto na prawach powiatu;;;;;;;
226401;m. Sopot;Sopot;Gdańsk;32888;27863;27198;665
Powiat będziński;;;;141144;117933;116853;1080
240101;m. Będzin;będziński;Katowice;52325;43700;43451;249
240102;m. Czeladź;będziński;Katowice;29898;25298;25057;241
240103;m. Wojkowice;będziński;Katowice;8541;7243;7186;57
240104;gm. Bobrowniki;będziński;Katowice;11912;9874;9771;103
240105;gm. Mierzęcice;będziński;Katowice;7423;6174;6095;79
240106;gm. Psary;będziński;Katowice;11964;9872;9777;95
240107;gm. Siewierz;będziński;Katowice;12233;10129;9989;140
240108;m. Sławków;będziński;Katowice;6848;5643;5527;116
Powiat bielski;;;;161579;128807;127880;927
240201;m. Szczyrk;bielski;Bielsko-Biała;5690;4621;4533;88
240202;gm. Bestwina;bielski;Bielsko-Biała;11823;9319;9294;25
240203;gm. Buczkowice;bielski;Bielsko-Biała;10957;8772;8723;49
240204;gm. Czechowice-Dziedzice;bielski;Bielsko-Biała;43461;34931;34686;245
240205;gm. Jasienica;bielski;Bielsko-Biała;24101;18663;18576;87
240206;gm. Jaworze;bielski;Bielsko-Biała;6983;5715;5606;109
240207;gm. Kozy;bielski;Bielsko-Biała;12790;10154;10082;72
240208;gm. Porąbka;bielski;Bielsko-Biała;15464;12403;12338;65
240209;gm. Wilamowice;bielski;Bielsko-Biała;17461;13656;13603;53
240210;gm. Wilkowice;bielski;Bielsko-Biała;12849;10573;10439;134
Powiat cieszyński;;;;171911;138071;136593;1478
240301;m. Cieszyn;cieszyński;Bielsko-Biała;31899;26333;25876;457
240302;m. Ustroń;cieszyński;Bielsko-Biała;15277;12854;12673;181
240303;m. Wisła;cieszyński;Bielsko-Biała;10968;8997;8867;130
240304;gm. Brenna;cieszyński;Bielsko-Biała;11206;8829;8666;163
240305;gm. Chybie;cieszyński;Bielsko-Biała;9639;7547;7536;11
240306;gm. Dębowiec;cieszyński;Bielsko-Biała;5742;4533;4504;29
240307;gm. Goleszów;cieszyński;Bielsko-Biała;12822;10390;10328;62
240308;gm. Hażlach;cieszyński;Bielsko-Biała;10521;8308;8263;45
240309;gm. Istebna;cieszyński;Bielsko-Biała;12232;9245;9165;80
240310;gm. Skoczów;cieszyński;Bielsko-Biała;25680;20526;20313;213
240311;gm. Strumień;cieszyński;Bielsko-Biała;13109;10268;10210;58
240312;gm. Zebrzydowice;cieszyński;Bielsko-Biała;12816;10241;10192;49
Powiat częstochowski;;;;134090;110518;109081;1437
240401;gm. Blachownia;częstochowski;Częstochowa;12602;10483;10367;116
240402;gm. Dąbrowa Zielona;częstochowski;Częstochowa;3957;3359;3253;106
240403;gm. Janów;częstochowski;Częstochowa;6027;4957;4838;119
240404;gm. Kamienica Polska;częstochowski;Częstochowa;5469;4549;4491;58
240405;gm. Kłomnice;częstochowski;Częstochowa;13379;11198;11109;89
240406;gm. Koniecpol;częstochowski;Częstochowa;9451;7974;7925;49
240407;gm. Konopiska;częstochowski;Częstochowa;10647;8720;8604;116
240408;gm. Kruszyna;częstochowski;Częstochowa;4815;3987;3909;78
240409;gm. Lelów;częstochowski;Częstochowa;4877;4052;3969;83
240410;gm. Mstów;częstochowski;Częstochowa;10915;8862;8697;165
240411;gm. Mykanów;częstochowski;Częstochowa;14932;12033;11972;61
240412;gm. Olsztyn;częstochowski;Częstochowa;8130;6572;6461;111
240413;gm. Poczesna;częstochowski;Częstochowa;12579;10356;10263;93
240414;gm. Przyrów;częstochowski;Częstochowa;3726;3100;3057;43
240415;gm. Rędziny;częstochowski;Częstochowa;9755;8013;7923;90
240416;gm. Starcza;częstochowski;Częstochowa;2829;2303;2243;60
Powiat gliwicki;;;;109834;89114;88658;456
240501;m. Knurów;gliwicki;Katowice;35910;28928;28868;60
240502;m. Pyskowice;gliwicki;Katowice;16622;13824;13761;63
240503;gm. Gierałtowice;gliwicki;Katowice;11864;9416;9371;45
240504;gm. Pilchowice;gliwicki;Katowice;11629;9222;9142;80
240505;gm. Rudziniec;gliwicki;Katowice;10426;8572;8477;95
240506;gm. Sośnicowice;gliwicki;Katowice;8552;6885;6829;56
240507;gm. Toszek;gliwicki;Katowice;9031;7470;7425;45
240508;gm. Wielowieś;gliwicki;Katowice;5800;4797;4785;12
Powiat kłobucki;;;;84423;69438;68998;440
240601;gm. Kłobuck;kłobucki;Częstochowa;20073;16656;16507;149
240602;gm. Krzepice;kłobucki;Częstochowa;9112;7575;7547;28
240603;gm. Lipie;kłobucki;Częstochowa;6224;5186;5166;20
240604;gm. Miedźno;kłobucki;Częstochowa;7621;6175;6138;37
240605;gm. Opatów;kłobucki;Częstochowa;6819;5540;5515;25
240606;gm. Panki;kłobucki;Częstochowa;5041;4102;4077;25
240607;gm. Popów;kłobucki;Częstochowa;5945;4889;4840;49
240608;gm. Przystajń;kłobucki;Częstochowa;5910;4826;4801;25
240609;gm. Wręczyca Wielka;kłobucki;Częstochowa;17678;14489;14407;82
Powiat lubliniecki;;;;74455;60666;60330;336
240701;m. Lubliniec;lubliniecki;Częstochowa;22286;18283;18187;96
240702;gm. Boronów;lubliniecki;Częstochowa;3378;2757;2728;29
240703;gm. Ciasna;lubliniecki;Częstochowa;7462;6169;6151;18
240704;gm. Herby;lubliniecki;Częstochowa;6597;5368;5345;23
240705;gm. Kochanowice;lubliniecki;Częstochowa;6913;5567;5543;24
240706;gm. Koszęcin;lubliniecki;Częstochowa;11704;9447;9381;66
240707;gm. Pawonków;lubliniecki;Częstochowa;6546;5307;5285;22
240708;gm. Woźniki;lubliniecki;Częstochowa;9569;7768;7710;58
Powiat mikołowski;;;;94891;75633;75074;559
240801;m. Łaziska Górne;mikołowski;Bielsko-Biała;20712;16810;16607;203
240802;m. Mikołów;mikołowski;Bielsko-Biała;39433;31701;31520;181
240803;m. Orzesze;mikołowski;Bielsko-Biała;20612;16156;16054;102
240804;gm. Ornontowice;mikołowski;Bielsko-Biała;5953;4671;4633;38
240805;gm. Wyry;mikołowski;Bielsko-Biała;8181;6295;6260;35
Powiat myszkowski;;;;70005;57810;56807;1003
240901;m. Myszków;myszkowski;Częstochowa;30572;25361;25129;232
240902;gm. Koziegłowy;myszkowski;Częstochowa;14549;11918;11704;214
240903;gm. Niegowa;myszkowski;Częstochowa;5714;4613;4489;124
240904;gm. Poraj;myszkowski;Częstochowa;10719;9004;8857;147
240905;gm. Żarki;myszkowski;Częstochowa;8451;6914;6628;286
Powiat pszczyński;;;;107672;84688;84287;401
241001;gm. Goczałkowice-Zdrój;pszczyński;Bielsko-Biała;6678;5394;5370;24
241002;gm. Kobiór;pszczyński;Bielsko-Biała;4795;3871;3836;35
241003;gm. Miedźna;pszczyński;Bielsko-Biała;15577;12261;12192;69
241004;gm. Pawłowice;pszczyński;Bielsko-Biała;17546;13677;13617;60
241005;gm. Pszczyna;pszczyński;Bielsko-Biała;50934;40193;40025;168
241006;gm. Suszec;pszczyński;Bielsko-Biała;12142;9292;9247;45
Powiat raciborski;;;;100983;83924;83659;265
241101;m. Racibórz;raciborski;Bielsko-Biała;49696;41567;41436;131
241102;gm. Kornowac;raciborski;Bielsko-Biała;5084;4036;4030;6
241103;gm. Krzanowice;raciborski;Bielsko-Biała;5573;4652;4646;6
241104;gm. Krzyżanowice;raciborski;Bielsko-Biała;11047;9028;9008;20
241105;gm. Kuźnia Raciborska;raciborski;Bielsko-Biała;11068;9267;9232;35
241106;gm. Nędza;raciborski;Bielsko-Biała;6949;5795;5766;29
241107;gm. Pietrowice Wielkie;raciborski;Bielsko-Biała;6564;5455;5437;18
241108;gm. Rudnik;raciborski;Bielsko-Biała;5002;4124;4104;20
Powiat rybnicki;;;;75459;60217;59966;251
241201;gm. Czerwionka-Leszczyny;rybnicki;Bielsko-Biała;40105;32255;32109;146
241202;gm. Gaszowice;rybnicki;Bielsko-Biała;9568;7546;7514;32
241203;gm. Jejkowice;rybnicki;Bielsko-Biała;4107;3198;3193;5
241204;gm. Lyski;rybnicki;Bielsko-Biała;9507;7757;7708;49
241205;gm. Świerklany;rybnicki;Bielsko-Biała;12172;9461;9442;19
Powiat tarnogórski;;;;133324;109754;109069;685
241301;m. Kalety;tarnogórski;Katowice;8420;7088;7059;29
241302;m. Miasteczko Śląskie;tarnogórski;Katowice;6981;5754;5704;50
241303;m. Radzionków;tarnogórski;Katowice;15985;13215;13146;69
241304;m. Tarnowskie Góry;tarnogórski;Katowice;57872;47565;47396;169
241305;gm. Krupski Młyn;tarnogórski;Katowice;3141;2667;2579;88
241306;gm. Ożarowice;tarnogórski;Katowice;5723;4683;4653;30
241307;gm. Świerklaniec;tarnogórski;Katowice;12093;9751;9695;56
241308;gm. Tworóg;tarnogórski;Katowice;7962;6594;6520;74
241309;gm. Zbrosławice;tarnogórski;Katowice;15147;12437;12317;120
Powiat bieruńsko-lędziński;;;;57791;46202;45816;386
241401;m. Bieruń;bieruńsko-lędziński;Katowice;18991;15298;15162;136
241402;m. Imielin;bieruńsko-lędziński;Katowice;8913;7086;7021;65
241403;m. Lędziny;bieruńsko-lędziński;Katowice;15974;12791;12690;101
241404;gm. Bojszowy;bieruńsko-lędziński;Katowice;7844;6119;6082;37
241405;gm. Chełm Śląski;bieruńsko-lędziński;Katowice;6069;4908;4861;47
Powiat wodzisławski;;;;150145;121728;121140;588
241501;m. Pszów;wodzisławski;Bielsko-Biała;13151;10826;10761;65
241502;m. Radlin;wodzisławski;Bielsko-Biała;16971;13730;13662;68
241503;m. Rydułtowy;wodzisławski;Bielsko-Biała;20005;16404;16299;105
241504;m. Wodzisław Śląski;wodzisławski;Bielsko-Biała;45003;36968;36768;200
241505;gm. Godów;wodzisławski;Bielsko-Biała;13558;10862;10837;25
241506;gm. Gorzyce;wodzisławski;Bielsko-Biała;20744;16448;16379;69
241507;gm. Lubomia;wodzisławski;Bielsko-Biała;7749;6263;6254;9
241508;gm. Marklowice;wodzisławski;Bielsko-Biała;5362;4268;4241;27
241509;gm. Mszana;wodzisławski;Bielsko-Biała;7602;5959;5939;20
Powiat zawierciański;;;;115325;96393;95603;790
241601;m. Poręba;zawierciański;Katowice;8276;6950;6889;61
241602;m. Zawiercie;zawierciański;Katowice;47430;39914;39733;181
241603;gm. Irządze;zawierciański;Katowice;2632;2207;2164;43
241604;gm. Kroczyce;zawierciański;Katowice;6329;5206;5112;94
241605;gm. Łazy;zawierciański;Katowice;15444;12853;12761;92
241606;gm. Ogrodzieniec;zawierciański;Katowice;9092;7562;7477;85
241607;gm. Pilica;zawierciański;Katowice;8539;7126;7027;99
241608;gm. Szczekociny;zawierciański;Katowice;7666;6487;6425;62
241609;gm. Włodowice;zawierciański;Katowice;5236;4318;4295;23
241610;gm. Żarnowiec;zawierciański;Katowice;4681;3770;3720;50
Powiat żywiecki;;;;150882;121824;120810;1014
241701;m. Żywiec;żywiecki;Bielsko-Biała;30211;24846;24741;105
241702;gm. Czernichów;żywiecki;Bielsko-Biała;6452;5303;5203;100
241703;gm. Gilowice;żywiecki;Bielsko-Biała;6193;4883;4855;28
241704;gm. Jeleśnia;żywiecki;Bielsko-Biała;13291;10789;10686;103
241705;gm. Koszarawa;żywiecki;Bielsko-Biała;2469;2026;1932;94
241706;gm. Lipowa;żywiecki;Bielsko-Biała;10566;8451;8394;57
241707;gm. Łękawica;żywiecki;Bielsko-Biała;4503;3608;3560;48
241708;gm. Łodygowice;żywiecki;Bielsko-Biała;14548;11496;11452;44
241709;gm. Milówka;żywiecki;Bielsko-Biała;9981;8031;7965;66
241710;gm. Radziechowy-Wieprz;żywiecki;Bielsko-Biała;13051;10367;10324;43
241711;gm. Rajcza;żywiecki;Bielsko-Biała;8621;7061;7004;57
241712;gm. Ślemień;żywiecki;Bielsko-Biała;3557;2884;2827;57
241713;gm. Świnna;żywiecki;Bielsko-Biała;7991;6526;6428;98
241714;gm. Ujsoły;żywiecki;Bielsko-Biała;4434;3651;3602;49
241715;gm. Węgierska Górka;żywiecki;Bielsko-Biała;15014;11902;11837;65
Miasto na prawach powiatu;;;;;;;
246101;m. Bielsko-Biała;Bielsko-Biała;Bielsko-Biała;160844;132647;131334;1313
Miasto na prawach powiatu;;;;;;;
246201;m. Bytom;Bytom;Katowice;143816;119692;119263;429
Miasto na prawach powiatu;;;;;;;
246301;m. Chorzów;Chorzów;Katowice;97151;80212;79600;612
Miasto na prawach powiatu;;;;;;;
246401;m. Częstochowa;Częstochowa;Częstochowa;208283;175618;174414;1204
Miasto na prawach powiatu;;;;;;;
246501;m. Dąbrowa Górnicza;Dąbrowa Górnicza;Katowice;113420;95122;94723;399
Miasto na prawach powiatu;;;;;;;
246601;m. Gliwice;Gliwice;Katowice;165852;137884;136870;1014
Miasto na prawach powiatu;;;;;;;
246701;m. Jastrzębie-Zdrój;Jastrzębie-Zdrój;Bielsko-Biała;83192;68538;68389;149
Miasto na prawach powiatu;;;;;;;
246801;m. Jaworzno;Jaworzno;Katowice;86528;71881;71589;292
Miasto na prawach powiatu;;;;;;;
246901;m. Katowice;Katowice;Katowice;267391;225597;224741;856
Miasto na prawach powiatu;;;;;;;
247001;m. Mysłowice;Mysłowice;Katowice;69089;56347;55991;356
Miasto na prawach powiatu;;;;;;;
247101;m. Piekary Śląskie;Piekary Śląskie;Katowice;51486;42666;42609;57
Miasto na prawach powiatu;;;;;;;
247201;m. Ruda Śląska;Ruda Śląska;Katowice;129131;105777;105577;200
Miasto na prawach powiatu;;;;;;;
247301;m. Rybnik;Rybnik;Bielsko-Biała;129062;105079;104738;341
Miasto na prawach powiatu;;;;;;;
247401;m. Siemianowice Śląskie;Siemianowice Śląskie;Katowice;61575;51134;50932;202
Miasto na prawach powiatu;;;;;;;
247501;m. Sosnowiec;Sosnowiec;Katowice;186769;159348;158619;729
Miasto na prawach powiatu;;;;;;;
247601;m. Świętochłowice;Świętochłowice;Katowice;45369;37496;37379;117
Miasto na prawach powiatu;;;;;;;
247701;m. Tychy;Tychy;Katowice;120162;98053;97585;468
Miasto na prawach powiatu;;;;;;;
247801;m. Zabrze;Zabrze;Katowice;154511;128443;128137;306
Miasto na prawach powiatu;;;;;;;
247901;m. Żory;Żory;Bielsko-Biała;58417;46787;46605;182
Powiat buski;;;;71037;59089;58312;777
260101;gm. Busko-Zdrój;buski;Kielce;31164;26089;25952;137
260102;gm. Gnojno;buski;Kielce;4492;3670;3612;58
260103;gm. Nowy Korczyn;buski;Kielce;5995;5029;4907;122
260104;gm. Pacanów;buski;Kielce;7466;6210;6014;196
260105;gm. Solec-Zdrój;buski;Kielce;5057;4126;4053;73
260106;gm. Stopnica;buski;Kielce;7627;6282;6184;98
260107;gm. Tuczępy;buski;Kielce;3753;3078;3049;29
260108;gm. Wiślica;buski;Kielce;5483;4605;4541;64
Powiat jędrzejowski;;;;85666;70064;69323;741
260201;gm. Imielno;jędrzejowski;Kielce;4430;3590;3535;55
260202;gm. Jędrzejów;jędrzejowski;Kielce;27549;22660;22622;38
260203;gm. Małogoszcz;jędrzejowski;Kielce;11599;9351;9283;68
260204;gm. Nagłowice;jędrzejowski;Kielce;4929;4008;3942;66
260205;gm. Oksa;jędrzejowski;Kielce;4673;3821;3720;101
260206;gm. Sędziszów;jędrzejowski;Kielce;12560;10303;10154;149
260207;gm. Słupia (Jędrzejowska);jędrzejowski;Kielce;4321;3553;3501;52
260208;gm. Sobków;jędrzejowski;Kielce;8530;6882;6791;91
260209;gm. Wodzisław;jędrzejowski;Kielce;7075;5896;5775;121
Powiat kazimierski;;;;33557;28393;27996;397
260301;gm. Bejsce;kazimierski;Kielce;3998;3386;3333;53
260302;gm. Czarnocin;kazimierski;Kielce;3843;3258;3223;35
260303;gm. Kazimierza Wielka;kazimierski;Kielce;15724;13354;13197;157
260304;gm. Opatowiec;kazimierski;Kielce;3478;3009;2889;120
260305;gm. Skalbmierz;kazimierski;Kielce;6514;5386;5354;32
Powiat kielecki;;;;210021;169082;166989;2093
260401;gm. Bieliny;kielecki;Kielce;10315;8113;8073;40
260402;gm. Bodzentyn;kielecki;Kielce;11475;9351;9254;97
260403;gm. Chęciny;kielecki;Kielce;14897;12134;12045;89
260404;gm. Chmielnik;kielecki;Kielce;11180;9058;8967;91
260405;gm. Daleszyce;kielecki;Kielce;15876;12775;12568;207
260406;gm. Górno;kielecki;Kielce;14515;11386;11265;121
260407;gm. Łagów;kielecki;Kielce;6937;5588;5514;74
260408;gm. Łopuszno;kielecki;Kielce;9107;7339;7218;121
260409;gm. Masłów;kielecki;Kielce;10868;8803;8698;105
260410;gm. Miedziana Góra;kielecki;Kielce;11513;9244;9149;95
260411;gm. Mniów;kielecki;Kielce;9410;7569;7513;56
260412;gm. Morawica;kielecki;Kielce;16372;12834;12759;75
260413;gm. Nowa Słupia;kielecki;Kielce;9699;8009;7760;249
260414;gm. Piekoszów;kielecki;Kielce;16337;13189;13044;145
260415;gm. Pierzchnica;kielecki;Kielce;4718;3801;3692;109
260416;gm. Raków;kielecki;Kielce;5632;4674;4608;66
260417;gm. Nowiny;kielecki;Kielce;7595;6067;5885;182
260418;gm. Strawczyn;kielecki;Kielce;10857;8537;8482;55
260419;gm. Zagnańsk;kielecki;Kielce;12718;10611;10495;116
Powiat konecki;;;;79765;66795;66166;629
260501;gm. Fałków;konecki;Kielce;4460;3736;3662;74
260502;gm. Gowarczów;konecki;Kielce;4687;3854;3799;55
260503;gm. Końskie;konecki;Kielce;34646;29165;29063;102
260504;gm. Radoszyce;konecki;Kielce;8999;7338;7252;86
260505;gm. Ruda Maleniecka;konecki;Kielce;3099;2608;2517;91
260506;gm. Słupia Konecka;konecki;Kielce;3341;2723;2668;55
260507;gm. Smyków;konecki;Kielce;3845;3058;3040;18
260508;gm. Stąporków;konecki;Kielce;16688;14313;14165;148
Powiat opatowski;;;;52580;43654;42961;693
260601;gm. Baćkowice;opatowski;Kielce;4886;4023;3982;41
260602;gm. Iwaniska;opatowski;Kielce;6740;5496;5443;53
260603;gm. Lipnik;opatowski;Kielce;5357;4429;4386;43
260604;gm. Opatów;opatowski;Kielce;11557;9746;9647;99
260605;gm. Ożarów;opatowski;Kielce;10749;8786;8607;179
260606;gm. Sadowie;opatowski;Kielce;3972;3304;3248;56
260607;gm. Tarłów;opatowski;Kielce;5256;4465;4332;133
260608;gm. Wojciechowice;opatowski;Kielce;4063;3405;3316;89
Powiat ostrowiecki;;;;105856;89429;88768;661
260701;m. Ostrowiec Świętokrzyski;ostrowiecki;Kielce;65271;55664;55377;287
260702;gm. Bałtów;ostrowiecki;Kielce;3572;3015;2951;64
260703;gm. Bodzechów;ostrowiecki;Kielce;13272;11110;11062;48
260704;gm. Ćmielów;ostrowiecki;Kielce;7236;6069;5957;112
260705;gm. Kunów;ostrowiecki;Kielce;9737;8064;7956;108
260706;gm. Waśniów;ostrowiecki;Kielce;6768;5507;5465;42
Powiat pińczowski;;;;39105;32739;32245;494
260801;gm. Działoszyce;pińczowski;Kielce;5004;4222;4155;67
260802;gm. Kije;pińczowski;Kielce;4454;3720;3651;69
260803;gm. Michałów;pińczowski;Kielce;4679;3816;3694;122
260804;gm. Pińczów;pińczowski;Kielce;20428;17143;16975;168
260805;gm. Złota;pińczowski;Kielce;4540;3838;3770;68
Powiat sandomierski;;;;77022;64367;63683;684
260901;m. Sandomierz;sandomierski;Kielce;22777;19360;19189;171
260902;gm. Dwikozy;sandomierski;Kielce;8745;7272;7249;23
260903;gm. Klimontów;sandomierski;Kielce;8151;6700;6620;80
260904;gm. Koprzywnica;sandomierski;Kielce;6733;5604;5529;75
260905;gm. Łoniów;sandomierski;Kielce;7496;6178;6047;131
260906;gm. Obrazów;sandomierski;Kielce;6399;5345;5323;22
260907;gm. Samborzec;sandomierski;Kielce;8544;7118;7062;56
260908;gm. Wilczyce;sandomierski;Kielce;3765;3133;3083;50
260909;gm. Zawichost;sandomierski;Kielce;4412;3657;3581;76
Powiat skarżyski;;;;72987;62060;61636;424
261001;m. Skarżysko-Kamienna;skarżyski;Kielce;43714;37446;37235;211
261002;gm. Bliżyn;skarżyski;Kielce;8045;6833;6772;61
261003;gm. Łączna;skarżyski;Kielce;5152;4203;4149;54
261004;gm. Skarżysko Kościelne;skarżyski;Kielce;6097;5062;5053;9
261005;gm. Suchedniów;skarżyski;Kielce;9979;8516;8427;89
Powiat starachowicki;;;;88125;73660;73074;586
261101;m. Starachowice;starachowicki;Kielce;46835;40011;39865;146
261102;gm. Brody;starachowicki;Kielce;10868;8975;8766;209
261103;gm. Mirzec;starachowicki;Kielce;8315;6801;6727;74
261104;gm. Pawłów;starachowicki;Kielce;15331;12151;12084;67
261105;gm. Wąchock;starachowicki;Kielce;6776;5722;5632;90
Powiat staszowski;;;;72129;59386;58859;527
261201;gm. Bogoria;staszowski;Kielce;7839;6338;6280;58
261202;gm. Łubnice;staszowski;Kielce;4141;3452;3411;41
261203;gm. Oleśnica;staszowski;Kielce;3939;3264;3209;55
261204;gm. Osiek;staszowski;Kielce;7799;6330;6281;49
261205;gm. Połaniec;staszowski;Kielce;11716;9568;9477;91
261206;gm. Rytwiany;staszowski;Kielce;6423;5267;5243;24
261207;gm. Staszów;staszowski;Kielce;25555;21297;21134;163
261208;gm. Szydłów;staszowski;Kielce;4717;3870;3824;46
Powiat włoszczowski;;;;45593;37339;36958;381
261301;gm. Kluczewsko;włoszczowski;Kielce;5316;4269;4245;24
261302;gm. Krasocin;włoszczowski;Kielce;10710;8629;8576;53
261303;gm. Moskorzew;włoszczowski;Kielce;2765;2325;2228;97
261304;gm. Radków;włoszczowski;Kielce;2489;2091;2034;57
261305;gm. Secemin;włoszczowski;Kielce;4842;3980;3929;51
261306;gm. Włoszczowa;włoszczowski;Kielce;19471;16045;15946;99
Miasto na prawach powiatu;;;;;;;
266101;m. Kielce;Kielce;Kielce;183472;151803;150926;877
