Kod TERYT;Gmina;Powiat;Delegatura;Liczba mieszkańców;Liczba wyborców ogółem;Liczba wyborców wpisanych z urzędu;Liczba wyborców ujętych w stałym obwodzie w CRW na wniosek
301909;gm. Wysoka;pilski;Piła;6280;4962;4941;21
Powiat pleszewski;;;;60575;48755;48255;500
302001;gm. Chocz;pleszewski;Kalisz;4617;3771;3748;23
302002;gm. Czermin;pleszewski;Kalisz;4902;3774;3746;28
302003;gm. Dobrzyca;pleszewski;Kalisz;7879;6297;6288;9
302004;gm. Gizałki;pleszewski;Kalisz;4516;3587;3522;65
302005;gm. Gołuchów;pleszewski;Kalisz;10674;8512;8476;36
302006;gm. Pleszew;pleszewski;Kalisz;27987;22814;22475;339
Powiat poznański;;;;404584;309809;304377;5432
302101;m. Luboń;poznański;Poznań;29419;23455;23279;176
302102;m. Puszczykowo;poznański;Poznań;9289;7644;7394;250
302103;gm. Buk;poznański;Poznań;12496;9876;9820;56
302104;gm. Czerwonak;poznański;Poznań;26417;20943;20672;271
302105;gm. Dopiewo;poznański;Poznań;31117;22475;21787;688
302106;gm. Kleszczewo;poznański;Poznań;10169;7424;7286;138
302107;gm. Komorniki;poznański;Poznań;30883;22407;21891;516
302108;gm. Kostrzyn;poznański;Poznań;19057;14839;14696;143
302109;gm. Kórnik;poznański;Poznań;32017;23690;23365;325
302110;gm. Mosina;poznański;Poznań;32913;25535;25206;329
302111;gm. Murowana Goślina;poznański;Poznań;16615;13229;12984;245
302112;gm. Pobiedziska;poznański;Poznań;19746;15624;15257;367
302113;gm. Rokietnica;poznański;Poznań;20470;15127;14704;423
302114;gm. Stęszew;poznański;Poznań;15032;11951;11854;97
302115;gm. Suchy Las;poznański;Poznań;18348;13978;13714;264
302116;gm. Swarzędz;poznański;Poznań;50294;38898;38293;605
302117;gm. Tarnowo Podgórne;poznański;Poznań;30302;22714;22175;539
Powiat rawicki;;;;57902;45922;45749;173
302201;gm. Bojanowo;rawicki;Leszno;8324;6549;6543;6
302202;gm. Jutrosin;rawicki;Leszno;7005;5423;5411;12
302203;gm. Miejska Górka;rawicki;Leszno;8981;7154;7122;32
302204;gm. Pakosław;rawicki;Leszno;4843;3706;3685;21
302205;gm. Rawicz;rawicki;Leszno;28749;23090;22988;102
Powiat słupecki;;;;57222;46279;45952;327
302301;m. Słupca;słupecki;Konin;12464;10373;10335;38
302302;gm. Lądek;słupecki;Konin;5655;4516;4467;49
302303;gm. Orchowo;słupecki;Konin;3712;2954;2934;20
302304;gm. Ostrowite;słupecki;Konin;4920;3974;3945;29
302305;gm. Powidz;słupecki;Konin;2264;1868;1807;61
302306;gm. Słupca;słupecki;Konin;9764;7754;7722;32
302307;gm. Strzałkowo;słupecki;Konin;9799;7839;7800;39
302308;gm. Zagórów;słupecki;Konin;8644;7001;6942;59
Powiat szamotulski;;;;88413;70129;69491;638
302401;m. Obrzycko;szamotulski;Poznań;2352;1849;1830;19
302402;gm. Duszniki;szamotulski;Poznań;9346;7273;7145;128
302403;gm. Kaźmierz;szamotulski;Poznań;8873;6870;6829;41
302404;gm. Obrzycko;szamotulski;Poznań;4443;3478;3424;54
302405;gm. Ostroróg;szamotulski;Poznań;4762;3799;3749;50
302406;gm. Pniewy;szamotulski;Poznań;12069;9520;9419;101
302407;gm. Szamotuły;szamotulski;Poznań;28463;22824;22698;126
302408;gm. Wronki;szamotulski;Poznań;18105;14516;14397;119
Powiat średzki;;;;57844;45390;45087;303
302501;gm. Dominowo;średzki;Konin;3358;2571;2553;18
302502;gm. Krzykosy;średzki;Konin;7141;5524;5509;15
302503;gm. Nowe Miasto nad Wartą;średzki;Konin;8755;6944;6920;24
302504;gm. Środa Wielkopolska;średzki;Konin;31886;25079;24905;174
302505;gm. Zaniemyśl;średzki;Konin;6704;5272;5200;72
Powiat śremski;;;;58603;46380;46137;243
302601;gm. Brodnica;śremski;Konin;4702;3722;3676;46
302602;gm. Dolsk;śremski;Konin;5820;4559;4532;27
302603;gm. Książ Wielkopolski;śremski;Konin;8164;6452;6440;12
302604;gm. Śrem;śremski;Konin;39917;31647;31489;158
Powiat turecki;;;;81209;65245;64895;350
302701;m. Turek;turecki;Konin;24274;20381;20299;82
302702;gm. Brudzew;turecki;Konin;5910;4691;4672;19
302703;gm. Dobra;turecki;Konin;5901;4719;4688;31
302704;gm. Kawęczyn;turecki;Konin;5111;4073;4051;22
302705;gm. Malanów;turecki;Konin;6530;5203;5175;28
302706;gm. Przykona;turecki;Konin;4717;3688;3665;23
302707;gm. Tuliszków;turecki;Konin;10297;8105;8033;72
302708;gm. Turek;turecki;Konin;10480;8063;8029;34
302709;gm. Władysławów;turecki;Konin;7989;6322;6283;39
Powiat wągrowiecki;;;;67206;53142;52823;319
302801;m. Wągrowiec;wągrowiecki;Piła;23594;19147;19017;130
302802;gm. Damasławek;wągrowiecki;Piła;5157;4098;4073;25
302803;gm. Gołańcz;wągrowiecki;Piła;7827;6144;6108;36
302804;gm. Mieścisko;wągrowiecki;Piła;5851;4627;4608;19
302805;gm. Skoki;wągrowiecki;Piła;9706;7490;7431;59
302806;gm. Wapno;wągrowiecki;Piła;2824;2257;2242;15
302807;gm. Wągrowiec;wągrowiecki;Piła;12247;9379;9344;35
Powiat wolsztyński;;;;55903;43806;43623;183
302901;gm. Przemęt;wolsztyński;Poznań;13989;10889;10848;41
302902;gm. Siedlec;wolsztyński;Poznań;12541;9725;9700;25
302903;gm. Wolsztyn;wolsztyński;Poznań;29373;23192;23075;117
Powiat wrzesiński;;;;74336;59381;59133;248
303001;gm. Kołaczkowo;wrzesiński;Konin;5722;4534;4520;14
303002;gm. Miłosław;wrzesiński;Konin;9716;7801;7758;43
303003;gm. Nekla;wrzesiński;Konin;7574;5985;5942;43
303004;gm. Pyzdry;wrzesiński;Konin;6699;5426;5356;70
303005;gm. Września;wrzesiński;Konin;44625;35635;35557;78
Powiat złotowski;;;;65585;52567;52331;236
303101;m. Złotów;złotowski;Piła;16807;13906;13868;38
303102;gm. Jastrowie;złotowski;Piła;10556;8480;8464;16
303103;gm. Krajenka;złotowski;Piła;7290;5773;5747;26
303104;gm. Lipka;złotowski;Piła;5338;4218;4196;22
303105;gm. Okonek;złotowski;Piła;8006;6490;6469;21
303106;gm. Tarnówka;złotowski;Piła;3022;2351;2309;42
303107;gm. Zakrzewo;złotowski;Piła;4816;3801;3759;42
303108;gm. Złotów;złotowski;Piła;9750;7548;7519;29
Miasto na prawach powiatu;;;;;;;
306101;m. Kalisz;Kalisz;Kalisz;88760;74070;73728;342
Miasto na prawach powiatu;;;;;;;
306201;m. Konin;Konin;Konin;64817;54884;54746;138
Miasto na prawach powiatu;;;;;;;
306301;m. Leszno;Leszno;Leszno;56578;46482;46242;240
Miasto na prawach powiatu;;;;;;;
306401;m. Poznań;Poznań;Poznań;459708;377152;368701;8451
Powiat białogardzki;;;;42585;34791;34499;292
320101;m. Białogard;białogardzki;Koszalin;20919;17319;17160;159
320102;gm. Białogard;białogardzki;Koszalin;7117;5793;5757;36
320103;gm. Karlino;białogardzki;Koszalin;8268;6650;6606;44
320104;gm. Tychowo;białogardzki;Koszalin;6281;5029;4976;53
Powiat choszczeński;;;;44156;36246;36012;234
320201;gm. Bierzwnik;choszczeński;Koszalin;4573;3699;3660;39
320202;gm. Choszczno;choszczeński;Koszalin;19398;16053;15960;93
320203;gm. Drawno;choszczeński;Koszalin;4683;3916;3870;46
320204;gm. Krzęcin;choszczeński;Koszalin;3319;2712;2686;26
320205;gm. Pełczyce;choszczeński;Koszalin;7207;5787;5777;10
320206;gm. Recz;choszczeński;Koszalin;4976;4079;4059;20
Powiat drawski;;;;52978;43129;42715;414
320301;gm. Czaplinek;drawski;Koszalin;10999;8991;8871;120
320302;gm. Drawsko Pomorskie;drawski;Koszalin;16036;13118;12997;121
320303;gm. Kalisz Pomorski;drawski;Koszalin;6754;5385;5332;53
320305;gm. Wierzchowo;drawski;Koszalin;4081;3327;3308;19
320306;gm. Złocieniec;drawski;Koszalin;15108;12308;12207;101
Powiat goleniowski;;;;76516;61811;61177;634
320402;gm. Goleniów;goleniowski;Szczecin;33782;27198;27021;177
320403;gm. Maszewo;goleniowski;Szczecin;8376;6639;6486;153
320404;gm. Nowogard;goleniowski;Szczecin;22279;18186;18008;178
320405;gm. Osina;goleniowski;Szczecin;2872;2309;2262;47
320406;gm. Przybiernów;goleniowski;Szczecin;4703;3846;3816;30
320407;gm. Stepnica;goleniowski;Szczecin;4504;3633;3584;49
Powiat gryficki;;;;55096;45045;44429;616
320501;gm. Brojce;gryficki;Szczecin;3535;2777;2760;17
320502;gm. Gryfice;gryficki;Szczecin;21488;17562;17392;170
320503;gm. Karnice;gryficki;Szczecin;3717;3073;2985;88
320504;gm. Płoty;gryficki;Szczecin;8144;6608;6542;66
320507;gm. Rewal;gryficki;Szczecin;3684;3120;2929;191
320508;gm. Trzebiatów;gryficki;Szczecin;14528;11905;11821;84
Powiat gryfiński;;;;75454;61481;60913;568
320601;gm. Banie;gryfiński;Szczecin;5845;4757;4728;29
320602;gm. Cedynia;gryfiński;Szczecin;3962;3258;3170;88
320603;gm. Chojna;gryfiński;Szczecin;12872;10418;10343;75
320604;gm. Gryfino;gryfiński;Szczecin;28554;23379;23252;127
320605;gm. Mieszkowice;gryfiński;Szczecin;6557;5317;5300;17
320606;gm. Moryń;gryfiński;Szczecin;4097;3283;3244;39
320607;gm. Stare Czarnowo;gryfiński;Szczecin;3613;2946;2855;91
320608;gm. Trzcińsko-Zdrój;gryfiński;Szczecin;4930;4067;4001;66
320609;gm. Widuchowa;gryfiński;Szczecin;5024;4056;4020;36
Powiat kamieński;;;;43074;35949;35393;556
320701;gm. Dziwnów;kamieński;Szczecin;3557;3050;2946;104
320702;gm. Golczewo;kamieński;Szczecin;5525;4561;4504;57
320703;gm. Kamień Pomorski;kamieński;Szczecin;12917;10858;10762;96
320704;gm. Międzyzdroje;kamieński;Szczecin;5813;4949;4825;124
320705;gm. Świerzno;kamieński;Szczecin;3968;3227;3189;38
320706;gm. Wolin;kamieński;Szczecin;11294;9304;9167;137
Powiat kołobrzeski;;;;72562;60396;59425;971
320801;m. Kołobrzeg;kołobrzeski;Koszalin;40435;34406;33970;436
320802;gm. Dygowo;kołobrzeski;Koszalin;5317;4314;4264;50
320803;gm. Gościno;kołobrzeski;Koszalin;5167;4083;4035;48
320804;gm. Kołobrzeg;kołobrzeski;Koszalin;10463;8534;8267;267
320805;gm. Rymań;kołobrzeski;Koszalin;3747;3075;3046;29
320806;gm. Siemyśl;kołobrzeski;Koszalin;3819;3024;3012;12
320807;gm. Ustronie Morskie;kołobrzeski;Koszalin;3614;2960;2831;129
Powiat koszaliński;;;;61696;49826;48957;869
320901;gm. Będzino;koszaliński;Koszalin;8306;6748;6690;58
320902;gm. Biesiekierz;koszaliński;Koszalin;6297;4960;4863;97
320903;gm. Bobolice;koszaliński;Koszalin;8279;6658;6604;54
320904;gm. Manowo;koszaliński;Koszalin;5327;4335;4227;108
320905;gm. Mielno;koszaliński;Koszalin;4468;3763;3652;111
320906;gm. Polanów;koszaliński;Koszalin;7898;6414;6343;71
320907;gm. Sianów;koszaliński;Koszalin;13143;10688;10501;187
320908;gm. Świeszyno;koszaliński;Koszalin;7978;6260;6077;183
Powiat myśliborski;;;;59990;49254;48994;260
321001;gm. Barlinek;myśliborski;Szczecin;17369;14295;14253;42
321002;gm. Boleszkowice;myśliborski;Szczecin;2707;2187;2168;19
321003;gm. Dębno;myśliborski;Szczecin;18621;15188;15085;103
321004;gm. Myślibórz;myśliborski;Szczecin;18027;15007;14962;45
321005;gm. Nowogródek Pomorski;myśliborski;Szczecin;3266;2577;2526;51
Powiat policki;;;;76935;60901;60001;900
321101;gm. Dobra (Szczecińska);policki;Szczecin;25715;19551;19154;397
321102;gm. Kołbaskowo;policki;Szczecin;13431;10302;10099;203
321103;gm. Nowe Warpno;policki;Szczecin;1493;1259;1196;63
321104;gm. Police;policki;Szczecin;36296;29789;29552;237
Powiat pyrzycki;;;;36091;29519;29242;277
321201;gm. Bielice;pyrzycki;Szczecin;2950;2383;2340;43
321202;gm. Kozielice;pyrzycki;Szczecin;2389;1895;1868;27
321203;gm. Lipiany;pyrzycki;Szczecin;5348;4382;4353;29
321204;gm. Przelewice;pyrzycki;Szczecin;4756;3855;3827;28
321205;gm. Pyrzyce;pyrzycki;Szczecin;17472;14429;14307;122
321206;gm. Warnice;pyrzycki;Szczecin;3176;2575;2547;28
Powiat sławieński;;;;51783;42306;41893;413
321301;m. Darłowo;sławieński;Koszalin;12013;10115;10041;74
321302;m. Sławno;sławieński;Koszalin;11175;9219;9136;83
321303;gm. Darłowo;sławieński;Koszalin;7653;6176;6110;66
321304;gm. Malechowo;sławieński;Koszalin;5965;4874;4790;84
321305;gm. Postomino;sławieński;Koszalin;6722;5307;5238;69
321306;gm. Sławno;sławieński;Koszalin;8255;6615;6578;37
Powiat stargardzki;;;;111014;90303;89480;823
321401;m. Stargard;stargardzki;Szczecin;59835;49446;49254;192
321402;gm. Chociwel;stargardzki;Szczecin;5530;4481;4415;66
321403;gm. Dobrzany;stargardzki;Szczecin;4448;3683;3633;50
321404;gm. Dolice;stargardzki;Szczecin;7136;5758;5726;32
321405;gm. Ińsko;stargardzki;Szczecin;3185;2649;2584;65
321406;gm. Kobylanka;stargardzki;Szczecin;6065;4809;4642;167
321408;gm. Marianowo;stargardzki;Szczecin;2915;2375;2338;37
321409;gm. Stara Dąbrowa;stargardzki;Szczecin;3520;2770;2731;39
321410;gm. Stargard;stargardzki;Szczecin;14460;11170;11019;151
321411;gm. Suchań;stargardzki;Szczecin;3920;3162;3138;24
Powiat szczecinecki;;;;70393;57826;57243;583
321501;m. Szczecinek;szczecinecki;Koszalin;35231;29227;29087;140
321502;gm. Barwice;szczecinecki;Koszalin;7949;6466;6430;36
321503;gm. Biały Bór;szczecinecki;Koszalin;4889;3968;3923;45
321504;gm. Borne Sulinowo;szczecinecki;Koszalin;8962;7407;7191;216
321505;gm. Grzmiąca;szczecinecki;Koszalin;4419;3600;3558;42
321506;gm. Szczecinek;szczecinecki;Koszalin;8943;7158;7054;104
Powiat świdwiński;;;;42636;35158;34879;279
321601;m. Świdwin;świdwiński;Koszalin;13816;11405;11307;98
321602;gm. Brzeżno;świdwiński;Koszalin;2616;2093;2075;18
321603;gm. Połczyn-Zdrój;świdwiński;Koszalin;13590;11378;11304;74
321604;gm. Rąbino;świdwiński;Koszalin;3356;2733;2705;28
321605;gm. Sławoborze;świdwiński;Koszalin;3731;3049;3019;30
321606;gm. Świdwin;świdwiński;Koszalin;5527;4500;4469;31
Powiat wałecki;;;;48399;39790;39497;293
321701;m. Wałcz;wałecki;Koszalin;22187;18597;18547;50
321702;gm. Człopa;wałecki;Koszalin;4700;3833;3776;57
321703;gm. Mirosławiec;wałecki;Koszalin;4957;4012;3933;79
321704;gm. Tuczno;wałecki;Koszalin;4522;3684;3629;55
321705;gm. Wałcz;wałecki;Koszalin;12033;9664;9612;52
Powiat łobeski;;;;33168;27107;26823;284
321801;gm. Dobra;łobeski;Szczecin;3875;3156;3113;43
321802;gm. Łobez;łobeski;Szczecin;12354;10195;10120;75
321803;gm. Radowo Małe;łobeski;Szczecin;3359;2717;2682;35
321804;gm. Resko;łobeski;Szczecin;7138;5767;5701;66
321805;gm. Węgorzyno;łobeski;Szczecin;6442;5272;5207;65
Miasto na prawach powiatu;;;;;;;
326101;m. Koszalin;Koszalin;Koszalin;96277;79758;78981;777
Miasto na prawach powiatu;;;;;;;
326201;m. Szczecin;Szczecin;Szczecin;341531;283041;279964;3077
Miasto na prawach powiatu;;;;;;;
326301;m. Świnoujście;Świnoujście;Szczecin;35513;30058;29675;383
Suma;;;;35842058;29063453;28747337;316140
